filename	word	vowel	freq_f1	amp_f1	width_f1	freq_f2	amp_f2	width_f2	freq_f3	amp_f3	width_f3	freq_h1	amp_h1	freq_h2	amp_h2	amp_h3	amp_p0	freq_p0	p0_id	p0prominence	a1p0_h1	a1p0_h2	a1p0_h3	a1p0	a1p0_compensated	freq_p1	amp_p1	a1p1	a1p1_compensated	a3p0	vwl_amp_rms	vwl_duration	timepoint	point_time	point_vwlpct	attempted_fix	status	errorflag	initial_bi
T0055G0002S0001	n?ii3	n?	375	50.03	336	1315	35.36	366	2566	23.45	241	125	49.2	250	49.78	50.03	49.78	250	H2	0.16	0.83	0.25	0.00315	0.25	2.52359	1000	33.13	16.9	19.22714	-26.33401	0.093437106	40	1	0.77	0	None	Auto	None	n
T0055G0002S0001	n?ii3	ii3	344	48.26	184	1659	16.51	1662	2370	31.43	134	125	46.6	250	46.58	48.26	46.6	125	H1	0.02	1.66	1.68	0.00377	1.66	3.75734	938	28.05	20.21	21.57305	-15.16654	0.095778767	70	1	0.81	0	None	Auto	None	n
T0055G0002S0001	n?2n	n	469	50.97	87	1732	36.63	148	2519	27.31	647	125	45.24	219	47.71	47.1	47.71	219	H2	1.53	5.73	3.26	3.86661	3.26	5.57825	938	29.62	21.35	23.05592	-20.39515	0.098318791	70	1	0.99	0	None	Auto	None	n
T0055G0002S0001	n?2n	?2	344	42.54	501	1387	23.58	843	2547	17.21	446	125	40.79	219	43.12	42.54	43.12	219	H2	1.46	1.75	-0.58	0.0038	-0.58	1.51536	906	24.93	17.61	19.30358	-25.91071	0.094553688	80	1	1.06	0	None	Auto	None	n
T0055G0002S0002	l?2n	l	563	34.13	298	1412	34.15	188	2367	25.24	169	125	39.43	219	39.54	35.1	39.54	219	H2	2.27	-5.3	-5.41	-0.97197	-5.41	-3.26275	906	34.43	-0.3	2.11122	-14.30178	0.051475637	130	1	0.38	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0002	l?2n	?2	563	33.74	270	1420	33.69	166	2410	25.98	158	125	39.43	219	39.31	35.13	39.43	125	H1	0.13	-5.69	-5.57	-1.39098	-5.69	-3.64462	906	34.48	-0.74	1.71122	-13.44576	0.056237567	50	1	0.51	0	None	Auto	None	l
T0055G0002S0002	naa3	n	531	45	214	1163	42.33	91	2430	27.38	148	125	43.15	250	44.69	40.46	44.69	250	H2	2.88	1.85	0.31	4.54445	0.31	2.57596	1031	36.46	8.54	13.36236	-17.31481	0.063449668	70	1	0.77	0	None	Auto	None	n
T0055G0002S0002	naa3	aa3	375	41.67	201	1360	27.23	247	2561	17.77	207	125	43.97	250	37.09	41.67	43.97	125	H1	6.89	-2.3	4.58	0.00499	-2.3	-0.208	969	20.81	20.86	23.03409	-26.19691	0.063986531	100	1	0.84	0	None	Auto	None	n
T0055G0002S0002	l?uu4	l?	406	35.82	326	2093	29.6	293	2519	23.02	2073	94	34.94	219	39.11	31.02	39.11	219	H2	6.13	0.88	-3.29	4.79582	-3.29	-1.14609	906	20.63	15.19	17.00101	-16.09212	0.057734212	80	1	1.25	0	None	Auto	None	l
T0055G0002S0002	l?uu4	uu4	469	44.58	126	955	36.85	109	2388	14.53	143	125	37.42	219	44.77	42.53	44.77	219	H2	4.8	7.16	-0.19	2.04842	-0.19	2.23921	938	36.85	7.73	16.44105	-30.24118	0.05470392	70	1	1.33	0	None	Auto	None	l
T0055G0002S0005	lau3	l	469	40.69	871	1209	34.85	633	2424	24.18	552	125	38.68	219	42.79	37.81	42.79	219	H2	4.54	2.01	-2.1	2.88055	-2.1	-0.04952	906	31.41	9.28	11.58751	-18.60543	0.042039887	60	1	0.56	0	None	Auto	None	l
T0055G0002S0005	lau3	au3	688	41.45	266	1171	37.49	270	2653	20.37	502	125	37.75	219	43.33	34.1	43.33	219	H2	7.41	3.7	-1.88	7.3515	-1.88	0.26207	1031	37.49	3.96	7.87385	-22.95673	0.041692511	110	1	0.62	0	None	Auto	None	l
T0055G0002S0006	n?ii3	n?	406	43.34	184	1465	34.19	177	2402	24.43	229	125	42.27	281	43.29	43.34	43.29	281	H2	0.49	1.07	0.05	0.00391	0.05	2.51161	938	21.38	21.96	23.99326	-18.85854	0.044413987	60	1	0.72	0	None	Auto	None	n
T0055G0002S0006	n?ii3	ii3	375	45.16	88	1716	19.15	607	2593	22.4	303	125	42.07	250	42.3	45.16	42.3	250	H2	-1.32	3.09	2.86	-0.00322	2.86	5.48882	969	16.05	29.11	30.70569	-19.89602	0.048153632	80	1	0.78	0	None	Auto	None	n
T0055G0002S0011	n?ii3	n?	375	46.22	77	2024	27.25	553	2663	31.19	299	125	42.27	250	47.21	46.22	47.21	250	H2	2.97	3.95	-0.99	0.0019	-0.99	1.49764	875	23.83	22.39	23.93059	-16.01594	0.08037157	70	1	0.94	0	None	Auto	None	n
T0055G0002S0011	n?ii3	ii3	344	41.77	174	1577	20.35	1583	2545	29.51	91	125	40.32	250	45.67	41.77	45.67	250	H2	4.63	1.45	-3.9	0.00236	-3.9	-1.46158	938	20.59	21.18	22.59799	-16.15617	0.080471735	80	1	1.01	0	None	Auto	None	n
T0055G0002S0012	lau3	l	469	51.62	147	1010	40.69	191	2398	26.53	74	125	37.13	219	43.51	39.7	43.51	219	H2	5.09	14.49	8.11	11.92072	8.11	10.35289	1031	40.69	10.93	16.41808	-16.97628	0.075090786	80	1	0.99	0	None	Auto	None	l
T0055G0002S0012	lau3	au3	469	48.14	245	1516	24.65	635	2669	22.26	538	125	28.92	219	39.93	34.01	39.93	219	H2	8.47	19.22	8.21	14.13164	8.21	10.39495	1031	32.75	15.39	17.36877	-17.66796	0.074478214	90	1	1.07	0	None	Auto	None	l
T0055G0002S0013	l??4n	l?	375	46.47	92	1514	30.14	191	2494	26.86	115	125	40.18	250	48.21	46.47	48.21	250	H2	4.88	6.29	-1.74	0.00087	-1.74	0.82879	969	26.74	19.73	21.62564	-21.34548	0.076434951	90	1	0.61	0	None	Auto	None	l
T0055G0002S0013	l??4n	?4	281	50.16	129	1929	37.44	169	2786	36.54	221	125	45.15	281	50.16	49.92	50.16	281	H2	2.62	5.01	0	0.23903	0	2.81442	938	22.89	27.27	28.79831	-13.61773	0.078431181	50	1	0.7	0	None	Auto	A1isP0	l
T0055G0002S0013	l?ii4	l?	281	42.38	252	1586	21.2	1464	2404	31.93	114	125	43.81	250	45.4	42.11	45.4	250	H2	2.43	-1.43	-3.02	0.26592	-3.02	-0.67859	1031	25.88	16.5	17.93836	-13.46691	0.077859939	40	1	1.38	0	None	Auto	None	l
T0055G0002S0013	l?ii4	ii4	281	47.95	132	2083	34.6	427	2390	39.72	163	125	43.08	281	47.95	46.37	47.95	281	H2	3.23	4.87	0	1.5827	0	2.88506	938	19.12	28.83	30.27667	-8.23311	0.075390626	110	1	1.42	0	None	Auto	A1isP0	l
T0055G0002S0015	l??u2	l?	313	37.66	174	1871	19.38	287	3079	16.22	656	94	35.5	219	39.59	37.66	39.59	219	H2	3.01	2.16	-1.93	0.00221	-1.93	0.46553	938	7.2	30.46	31.98387	-23.37049	0.042520257	70	1	0.56	0	None	Auto	None	l
T0055G0002S0015	l??u2	?u2	219	42.99	161	1462	24.01	211	2590	5.63	839	125	36.65	219	42.99	39.35	42.99	219	H2	4.99	6.34	0	3.63512	0	2.45416	1000	19.87	23.12	25.1146	-37.35548	0.044067978	90	1	0.63	0	None	Auto	A1isP0	l
T0055G0002S0016	l??u4	l?	406	43.75	353	1424	20.18	925	2495	19.54	491	94	36.08	219	38.58	38.71	38.58	219	H2	1.18	7.67	5.17	5.04391	5.17	7.32519	938	22.86	20.89	22.72939	-19.03916	0.075205069	90	1	1.07	0	None	Auto	None	l
T0055G0002S0016	l??u4	?u4	406	50.93	225	1495	33.18	277	2338	30.41	339	125	39.88	250	43.39	50.93	43.39	250	H2	-2.01	11.05	7.54	0.00435	7.54	9.93397	1031	24.7	26.23	28.27888	-12.98184	0.074816802	80	1	1.16	0	None	Auto	None	l
T0055G0002S0017	l?uu4	l?_0	438	42.28	368	1431	29.18	404	2447	33.48	83	156	42.83	281	36.84	42.28	42.83	156	H1	6	-0.55	5.44	0.00128	-0.55	1.53341	875	28.36	13.92	15.87705	-9.35105	0.052238907	50	1	1.13	0	None	Auto	None	l
T0055G0002S0017	l?uu4	uu4	438	48.71	287	1126	32.29	556	2415	29.14	100	156	41.45	281	38.24	48.71	41.45	156	H1	3.2	7.26	10.47	-0.00081	7.26	9.35609	875	37.47	11.24	13.51899	-12.31425	0.052892067	90	1	1.18	0	None	Auto	None	l
T0055G0002S0017	l??5	l	438	33.29	249	1254	18.32	547	2521	12.15	403	94	26.43	188	30.25	21.14	30.25	188	H2	6.47	6.86	3.04	12.15209	3.04	5.16626	1000	25.57	7.72	10.12399	-18.10242	0.040632839	70	1	2.06	0	None	Auto	None	l
T0055G0002S0017	l??5	??5	563	42.64	92	1174	26.35	301	2659	6.27	596	94	19.43	188	33.21	21.65	33.21	188	H2	12.67	23.21	9.43	20.99143	9.43	11.56631	938	27.76	14.88	17.89261	-26.93532	0.037796262	50	1	2.13	0	None	Auto	None	l
T0055G0002S0018	lau3	l	500	39.76	226	1235	29.58	621	2550	14.31	423	125	35.5	250	38.97	34.93	38.97	250	H2	3.76	4.26	0.79	4.8314	0.79	3.01118	875	27	12.76	15.17493	-24.66445	0.051796538	80	1	0.43	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0018	lau3	au3	594	38.71	162	1295	24.81	422	2598	12.58	531	94	31.42	188	35.87	34.23	35.87	188	H2	3.04	7.29	2.84	4.47986	2.84	4.9637	1000	27.02	11.69	14.29565	-23.29404	0.052039801	100	1	0.51	0	None	Auto	None	l
T0055G0002S0018	lau3	l	500	50.51	58	1225	32.31	228	2326	23.24	114	125	37.97	250	42.72	41.51	42.72	250	H2	2.98	12.54	7.79	8.99659	7.79	10.15953	1000	28.26	22.25	25.27537	-19.4772	0.062887863	70	1	0.82	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	500	49.61	235	1367	34.05	403	2732	17.59	842	125	39.18	250	42.97	41.01	42.97	250	H2	2.87	10.43	6.64	8.59967	6.64	8.85346	1000	36.98	12.63	15.10293	-25.38312	0.061592184	130	1	0.89	0	None	Auto	None	l
T0055G0002S0018	lau3	l	469	45.59	116	1248	35.63	145	2488	19.24	258	125	32.96	250	39.33	37.47	39.33	250	H2	4.12	12.63	6.26	8.12046	6.26	8.55828	969	28.31	17.28	20.1817	-20.08862	0.068934445	70	1	1.21	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	469	46.21	125	1256	35.91	151	2513	20.17	383	125	32.18	250	37.2	40	37.2	250	H2	1.11	14.03	9.01	6.20661	9.01	11.29818	938	26.89	19.32	22.0463	-17.03458	0.06556809	120	1	1.28	0	None	Auto	None	l
T0055G0002S0018	lau3	l	469	47.02	119	1290	31.08	365	2273	18.03	316	125	33.55	219	38.44	40.99	38.44	219	H2	1.17	13.47	8.58	6.03271	8.58	10.84682	1031	24.79	22.23	24.8165	-20.4088	0.057431581	60	1	1.59	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	469	45.68	109	1207	40.03	109	2402	23.33	251	125	31.75	250	37.27	40.43	37.27	250	H2	1.17	13.93	8.41	5.24766	8.41	10.67608	938	31.41	14.27	17.35922	-13.93961	0.055104818	150	1	1.65	0	None	Auto	None	l
T0055G0002S0018	lau3	l	438	42.9	124	1247	28.55	425	2404	12	491	125	32.72	219	38.48	37.18	38.48	219	H2	3.52	10.18	4.42	5.72123	4.42	6.63647	906	25.93	16.97	19.35785	-26.47849	0.057532548	70	1	1.99	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	45.29	110	1256	35.61	178	2402	15.22	726	125	28.06	219	36.3	34.64	36.3	219	H2	4.95	17.23	8.99	10.64805	8.99	11.15755	1000	32.71	12.58	15.80111	-21.07893	0.055572987	120	1	2.06	0	None	Auto	None	l
T0055G0002S0018	lau3	l	438	45.44	143	1195	33.5	279	2374	18.56	294	125	32.88	219	39.44	36.7	39.44	219	H2	4.65	12.56	6	8.7385	6	8.20623	1000	31.65	13.79	16.97797	-20.87964	0.052543904	70	1	2.37	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	47.03	83	1175	37.45	114	2432	17.56	292	125	31.96	219	38.11	37.05	38.11	219	H2	3.6	15.07	8.92	9.97899	8.92	11.09582	1000	34.57	12.46	16.53357	-20.54516	0.051224648	120	1	2.44	0	None	Auto	None	l
T0055G0002S0018	lau3	l	531	41.67	194	1292	32.5	399	2441	14.16	507	94	30.7	219	36.58	38.83	36.58	219	H2	1.81	10.97	5.09	2.8385	5.09	7.27783	969	26.61	15.06	17.54431	-22.42076	0.052961158	70	1	2.76	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	42.17	120	1230	35.91	123	2500	15.51	501	94	29.19	219	34.76	35.37	34.76	219	H2	2.48	12.98	7.41	6.80002	7.41	9.59638	875	30.38	11.79	14.61142	-19.25053	0.051623231	130	1	2.83	0	None	Auto	None	l
T0055G0002S0018	lau3	l	656	44.82	84	1157	32.65	192	2401	18.01	276	125	32.2	219	38.41	35.08	38.41	219	H2	4.77	12.62	6.41	9.74402	6.41	8.606	875	32.04	12.78	15.80932	-20.40299	0.055576324	80	1	3.13	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	44.13	91	1160	35.3	114	2584	12.76	516	94	32.44	219	37.48	39.15	37.48	219	H2	1.69	11.69	6.65	4.9807	6.65	8.8379	875	34.77	9.36	12.51331	-24.72216	0.054481574	110	1	3.21	0	None	Auto	None	l
T0055G0002S0018	lau3	l	531	47.42	79	1163	32.85	207	2456	21.65	181	94	31.79	219	38.15	40.9	38.15	219	H2	1.81	15.63	9.27	6.51893	9.27	11.49032	875	32.41	15.01	17.84286	-16.49875	0.061942071	90	1	3.51	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	47.11	81	1225	39.39	148	2499	16.46	722	94	27.09	219	36.4	36.98	36.4	219	H2	4.36	20.02	10.71	10.12691	10.71	12.89506	969	33.71	13.4	16.58658	-19.94259	0.06055235	120	1	3.6	0	None	Auto	None	l
T0055G0002S0018	lau3	l	438	44.11	98	1194	31.43	278	2412	14.48	375	94	32.58	219	38.99	36.2	38.99	219	H2	4.6	11.53	5.12	7.90959	5.12	7.32888	875	29.14	14.97	17.6608	-24.50744	0.063685878	80	1	3.89	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	656	46.89	75	1179	38.38	140	2594	17.79	401	94	31.53	219	36.87	35.52	36.87	219	H2	3.34	15.36	10.02	11.37055	10.02	12.21466	969	34.28	12.61	16.118	-19.07772	0.061314155	130	1	3.97	0	None	Auto	None	l
T0055G0002S0018	lau3	l	531	45.29	76	1128	36.14	98	2446	10.96	567	94	32.6	219	37.01	38.84	37.01	219	H2	1.29	12.69	8.28	6.45064	8.28	10.49278	969	33.13	12.16	16.32626	-26.04848	0.053257511	80	1	4.3	0	None	Auto	None	l
T0055G0002S0018	lau3	au3	625	47.68	106	1140	38.15	126	2684	10.47	1595	94	31.99	219	35.15	41.45	35.15	219	H2	-1.57	15.69	12.53	6.23381	12.53	14.71061	1031	38.15	9.53	14.83684	-24.68449	0.050199028	100	1	4.38	0	None	Auto	None	l
T0055G0002S0019	n?ii3	n?_1	375	40.55	329	1688	15.86	994	2543	20.9	335	125	42.76	250	31.61	40.55	42.76	125	H1	11.16	-2.21	8.94	0.00321	-2.21	-0.15161	906	22.12	18.43	20.03728	-21.86473	0.049887741	60	1	1.16	0	None	Auto	None	n
T0055G0002S0019	n?ii3	ii3	469	43.53	151	2001	24.79	1075	2396	28.96	289	125	40.99	250	35.29	41.05	40.99	125	H1	5.7	2.54	8.24	2.48075	2.54	4.60931	938	22.82	20.71	22.28036	-12.03026	0.044115254	90	1	1.22	0	None	Auto	None	n
T0055G0002S0019	n?ii3	n?	531	34.52	140	1480	20.11	366	2422	18.31	255	94	32.5	219	31.84	28.56	32.5	94	H1	0.66	2.02	2.68	5.95658	2.02	4.05213	938	20.3	14.22	16.35593	-14.19332	0.055756426	70	1	1.56	0	None	Auto	None	n
T0055G0002S0019	n?ii3	ii3	406	37.16	71	1624	4.43	1811	2494	21.06	78	94	33.09	219	32.66	29.93	33.09	94	H1	0.44	4.07	4.5	7.22847	4.07	6.11572	938	14.26	22.9	24.32293	-12.02693	0.054116705	90	1	1.63	0	None	Auto	None	n
T0055G0002S0020	n?yy3	n?	500	51.44	297	1144	42.95	259	2575	26.58	137	156	47.06	313	50.96	51.44	50.96	313	H2	1.72	4.38	0.48	0.00444	0.48	2.9442	969	42.54	8.9	12.13655	-24.38112	0.086861326	60	1	0.96	0	None	Auto	None	n
T0055G0002S0020	n?yy3	yy3	313	49.69	89	1618	19.5	1077	2543	26.24	305	156	44.55	313	49.69	48.83	49.69	313	H2	3.01	5.14	0	0.86476	0	2.99577	938	30.93	18.76	20.31859	-23.44655	0.089564548	70	1	1.02	0	None	Auto	A1isP0	n
T0055G0002S0021	lau3	l	563	52.87	308	878	47.74	499	2519	23.69	358	125	36.67	219	40.95	43.58	40.95	219	H2	0.82	16.2	11.92	9.29337	11.92	14.06278	906	47.74	5.13	8.20084	-17.26355	0.075667643	90	1	1.08	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0021	lau3	au3	563	52.87	308	878	47.74	499	2519	23.69	358	125	36.67	219	40.95	43.58	40.95	219	H2	0.82	16.2	11.92	9.29337	11.92	14.06278	906	47.74	5.13	8.20084	-17.26355	0.076155311	110	1	1.17	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0021	n?ii3	n?_1	344	39.98	272	1728	9.73	1890	2518	22.47	196	125	34.45	250	38.16	39.98	38.16	250	H2	0.94	5.53	1.82	-0.00316	1.82	4.10399	938	14.94	25.04	26.47671	-15.69062	0.132062989	50	1	1.61	0	None	Auto	None	n
T0055G0002S0021	n?ii3	ii3	438	40.06	320	1890	31.06	389	2464	36.73	136	94	32.08	219	43.57	39.62	43.57	219	H2	7.72	7.98	-3.51	0.44373	-3.51	-1.30946	938	22.69	17.37	18.97291	-6.83541	0.134882555	50	1	1.66	0	None	Auto	None	n
T0055G0002S0021	l??5	l	625	50.43	172	1133	47.76	90	2563	25.07	364	125	27.93	250	38.88	43.53	38.88	250	H2	3.15	22.5	11.55	6.90138	11.55	13.77547	1000	43.79	6.64	11.58004	-13.80886	0.118832904	60	1	2.1	0	None	Auto	None	l
T0055G0002S0021	l??5	??5	625	49.83	241	1225	45.24	214	2490	36.8	146	94	34.24	219	42.9	38.63	42.9	219	H2	6.46	15.59	6.93	11.20158	6.93	9.06887	969	41.6	8.23	11.583	-6.09727	0.117521959	80	1	2.16	0	None	Auto	None	l
T0055G0002S0021	l?uu4	l?	844	16.46	438	1353	16.42	187	2671	7.78	239	94	25.16	219	19.3	14.89	25.16	94	H1	5.87	-8.7	-2.84	1.56819	-8.7	-6.6824	875	15.42	1.04	4.09981	-17.38174	0.094616132	70	1	2.69	0	None	Auto	None	l
T0055G0002S0021	l?uu4	uu4	375	50.97	141	1003	39.25	104	2907	14.37	395	125	38.58	250	45.37	50.97	45.37	250	H2	0.59	12.39	5.6	-0.00369	5.6	8.17388	906	39.25	11.72	16.78418	-31.00077	0.109953608	60	1	2.76	0	None	Auto	None	l
T0055G0002S0023	naa3	n	406	41.49	243	1221	36.32	113	2331	18.41	218	94	30.34	188	36.45	33.11	36.45	188	H2	4.72	11.15	5.04	8.38176	5.04	7.1748	906	31.2	10.29	13.06328	-18.03565	0.038057836	50	1	2.21	0	None	Auto	None	n
T0055G0002S0023	naa3	aa3	406	38.19	339	1393	27.54	207	2429	25.21	96	94	31.16	219	37.13	36.55	37.13	219	H2	3.27	7.03	1.06	1.63799	1.06	3.26853	906	22.77	15.42	17.40305	-11.91959	0.035003803	140	1	2.26	0	None	Auto	None	n
T0055G0002S0024	n?yy3	n?	438	44.17	194	1416	37.18	77	2287	20.56	289	125	28.55	219	36.46	39.37	36.46	219	H2	2.5	15.62	7.71	4.79883	7.71	9.92951	906	30.17	14	16.15361	-15.89963	0.050185564	90	1	1.63	0	None	Auto	None	n
T0055G0002S0024	n?yy3	yy3	313	40.32	154	1590	13.1	787	2485	18.62	301	94	27.92	219	39.33	40.32	39.33	219	H2	5.21	12.4	0.99	0.00277	0.99	3.35707	938	21.38	18.94	20.54581	-20.70782	0.0515298	60	1	1.72	0	None	Auto	None	n
T0055G0002S0026	l?ii3	l?	406	39.06	141	1279	22.87	252	2404	14.62	139	94	25.65	188	39	32.57	39	188	H2	9.89	13.41	0.06	6.48638	0.06	2.33803	1000	19.4	19.66	22.21343	-24.37945	0.03230794	40	1	2.08	0	None	Auto	Shallow	l
T0055G0002S0026	l?ii3	ii3	375	43.11	64	1977	21.72	512	2299	19.88	611	94	26.02	188	34.6	33.85	34.6	188	H2	4.67	17.09	8.51	9.26439	8.51	10.74738	938	17.06	26.05	27.58873	-14.7234	0.030706872	140	1	2.12	0	None	Auto	Shallow	l
T0055G0002S0029	naa3	n_1	344	40.53	355	1093	38.14	113	2378	27.5	126	125	32.1	219	38.81	40.53	38.81	219	H2	2.5	8.43	1.72	0.00245	1.72	3.91702	1031	38.14	2.39	9.4055	-11.31359	0.053844427	40	1	1.49	0	HighF1Corrected	Auto	None	n
T0055G0002S0029	naa3	aa3	688	36.58	776	1280	43.17	192	2316	27.8	356	125	33.15	219	39.26	38.89	39.26	219	H2	3.23	3.43	-2.68	-2.31266	-2.68	-0.61195	1031	36.75	-0.17	3.11792	-11.45762	0.051357824	120	1	1.53	0	None	Auto	None	n
T0055G0002S0029	n?ii3	n?	344	43.91	93	1698	20.08	388	2375	19.15	289	125	29.22	219	36.77	43.91	36.77	219	H2	0.21	14.69	7.14	0.00405	7.14	9.51304	938	25.32	18.59	20.24767	-17.61921	0.051432208	160	1	2.06	0	None	Auto	None	n
T0055G0002S0029	n?ii3	ii3	375	40.98	90	1386	16.87	384	2762	10.92	208	94	25.49	188	39.24	34.49	39.24	188	H2	9.25	15.49	1.74	6.48646	1.74	4.06506	938	13.68	27.3	29.21851	-28.32312	0.049300766	50	1	2.22	0	None	Auto	None	n
T0055G0002S0029	n?ii3	n?	750	39.52	213	1535	39.24	90	2446	22.4	405	94	26.01	219	36.83	34.23	36.83	219	H2	6.71	13.51	2.69	5.29214	2.69	4.7962	875	34.39	5.13	8.8438	-14.4281	0.065941934	90	1	2.54	0	None	Auto	None	n
T0055G0002S0029	n?ii3	ii3	375	39.72	108	1549	14.93	475	2586	18.68	148	94	27.01	188	37.76	33.38	37.76	188	H2	7.57	12.71	1.96	6.34004	1.96	4.23276	938	17.26	22.46	24.18633	-19.08444	0.066028299	50	1	2.63	0	None	Auto	None	n
T0055G0002S0029	n??5	n	750	35.89	295	1281	33.79	134	2456	19.14	513	94	25.85	188	34.76	29.68	34.76	188	H2	7	10.04	1.13	6.21396	1.13	3.22019	1031	30.34	5.55	9.08549	-15.62217	0.031292539	60	1	4.89	0	None	Auto	None	n
T0055G0002S0029	n??5	??5	906	11.73	763	1555	6.32	677	2825	1.27	688	125	8.91	188	15.51	8.73	15.51	188	H2	7.06	2.82	-3.78	2.99892	-3.78	-1.74047	906	11.73	0	2.69998	-14.23961	0.029403423	120	1	4.95	0	None	Auto	Crash-EndPulseUndef	n
T0055G0002S0030	n?ii3	n?	375	42.27	165	1510	14.06	897	2507	19.63	240	94	30.53	188	36.95	29.98	36.95	188	H2	6.69	11.74	5.32	12.29349	5.32	7.51641	875	26.5	15.77	17.44996	-17.32436	0.050529191	70	1	1.65	0	None	Auto	None	n
T0055G0002S0030	n?ii3	ii3	375	41.93	77	1436	17.7	297	2560	8.41	272	94	26.63	188	35.67	28.76	35.67	188	H2	7.97	15.3	6.26	13.17363	6.26	8.56672	1000	10.57	31.36	33.39408	-27.25617	0.049127461	110	1	1.72	0	None	Auto	None	n
T0055G0002S0032	lai2	l_0	406	44.29	142	1452	34.33	71	2557	15.89	430	94	30.86	188	38.36	32.94	38.36	188	H2	6.46	13.43	5.93	11.35176	5.93	8.12217	906	29.58	14.71	16.7126	-22.4693	0.054949563	40	1	0.73	0	None	Auto	Shallow	l
T0055G0002S0032	lai2	ai2	594	41.93	136	1398	35.89	88	2562	21.69	232	94	31.37	188	35.67	31.27	35.67	188	H2	4.35	10.56	6.26	10.65579	6.26	8.37434	875	34.16	7.77	10.41533	-13.97827	0.054003355	120	1	0.77	0	None	Auto	None	l
T0055G0002S0038	naa3	n	688	36.26	261	1586	39.8	60	2423	28.6	156	125	26.92	219	35.05	36.26	35.05	219	H2	3.46	9.34	1.21	0.00281	1.21	3.34494	906	23.83	12.43	14.82044	-6.45402	0.056494739	60	1	2.35	0	None	Auto	None	n
T0055G0002S0038	naa3	aa3	688	31.83	492	1466	29.49	288	2517	17.75	677	125	17.26	219	34.8	38.9	34.8	219	H2	6.72	14.57	-2.97	-7.06617	-2.97	-0.86833	938	27.75	4.08	6.47812	-17.05105	0.053050431	120	1	2.41	0	None	Auto	None	n
T0055G0002S0038	l?yy4	l?	406	44.27	67	1894	27.19	178	2506	24.67	192	94	26.41	219	36.23	41.29	36.23	219	H2	2.38	17.86	8.04	2.98343	8.04	10.47891	906	13.27	31	32.52996	-11.55641	0.034023379	60	1	3.02	0	None	Auto	None	l
T0055G0002S0038	l?yy4	yy4	406	42.83	74	1928	20.59	414	2420	20	442	94	17.35	188	37.23	39.89	37.23	188	H2	8.61	25.48	5.6	2.94241	5.6	7.91452	906	15.64	27.19	28.67701	-17.22944	0.033186478	90	1	3.08	0	None	Auto	Shallow	l
T0055G0002S0039	la4?	l	375	44.54	363	1640	35.58	210	2313	27.6	575	125	28.69	250	41.92	44.54	41.92	250	H2	5.31	15.85	2.62	0.00462	2.62	4.83791	1000	27.63	16.91	18.80825	-14.31594	0.057306034	60	1	0.75	0	None	Auto	None	l
T0055G0002S0039	la4?	a4	531	40.41	729	1346	44.77	126	2477	28.06	309	125	33.32	250	39.91	41.91	39.91	250	H2	2.3	7.09	0.5	-1.50117	0.5	2.59175	938	33.3	7.11	9.72415	-11.85361	0.061904045	80	1	0.81	0	None	Auto	None	l
T0055G0002S0040	n?ii3	n?_1	313	38.14	173	1625	26.49	145	2481	21.64	136	94	23.07	219	39.19	38.14	39.19	219	H2	8.59	15.07	-1.05	-0.0025	-1.05	1.30137	969	11.02	27.12	28.87871	-17.54983	0.046603811	30	1	1.04	0	None	Auto	None	n
T0055G0002S0040	n?ii3	ii3	313	38.45	119	1962	28.39	202	2544	27.91	157	94	26.37	219	37.92	38.45	37.92	219	H2	5.51	12.08	0.53	0.00458	0.53	2.8715	1031	10.7	27.75	29.33329	-10.01138	0.045475923	40	1	1.07	0	None	Auto	None	n
T0055G0002S0041	lai2	l	594	49.35	269	1448	50.87	55	2396	32.31	290	125	30.3	250	40.84	36.37	40.84	250	H2	7.51	19.05	8.51	12.97948	8.51	10.66309	875	35.19	14.16	17.31768	-8.53004	0.064926181	60	1	0.57	0	None	Auto	None	l
T0055G0002S0041	lai2	ai2	688	51.3	157	1427	50.29	65	2282	30.58	298	125	24.64	219	37.31	36.87	37.31	219	H2	6.56	26.66	13.99	14.42747	13.99	16.11068	1031	38.17	13.13	16.17059	-6.73277	0.065362719	130	1	0.63	0	None	Auto	None	l
T0055G0002S0042	l?ii3	l?	375	45.41	177	1467	39.82	59	2436	29.02	194	125	32.36	250	43.05	45.41	43.05	250	H2	4.17	13.05	2.36	-0.00104	2.36	4.67033	906	30.56	14.85	16.91938	-14.0324	0.043844588	70	1	0.75	0	None	Auto	None	l
