filename	word	vowel	freq_f1	amp_f1	width_f1	freq_f2	amp_f2	width_f2	freq_f3	amp_f3	width_f3	freq_h1	amp_h1	freq_h2	amp_h2	amp_h3	amp_p0	freq_p0	p0_id	p0prominence	a1p0_h1	a1p0_h2	a1p0_h3	a1p0	a1p0_compensated	freq_p1	amp_p1	a1p1	a1p1_compensated	a3p0	vwl_amp_rms	vwl_duration	timepoint	point_time	point_vwlpct	attempted_fix	status	errorflag	initial_bi
T0055G0029S0436	lai2	l	469	49.98	252	1297	28.91	761	2434	32.03	218	156	41.66	313	44.12	49.98	44.12	313	H2	-1.69	8.32	5.86	0.00463	5.86	8.3354	938	31.64	18.34	20.29093	-12.08811	0.060587014	60	1	1.24	0	None	Auto	None	l
T0055G0029S0436	lai2	ai2	563	46.32	335	1335	41.13	279	2480	38.24	86	156	36.48	281	33.17	38.8	36.48	156	H1	3.31	9.84	13.15	7.521	9.84	11.90392	1000	30.43	15.89	18.68045	1.76391	0.05654704	320	1	1.3	0	None	Auto	None	l
T0055G0029S0436	lai2	l	531	49.15	285	1111	39.77	470	2389	29.75	206	125	39.74	250	39.77	44.54	39.77	250	H2	-2.37	9.41	9.38	4.61285	9.38	11.61153	1031	38.95	10.2	13.05316	-10.02401	0.048946219	50	1	2.35	0	None	Auto	None	l
T0055G0029S0436	lai2	ai2	625	45.34	335	1302	39.49	338	2442	35.34	106	125	38.88	250	37.93	37.8	38.88	125	H1	0.96	6.46	7.41	7.54358	6.46	8.49972	875	32.64	12.7	15.48262	-3.53714	0.044142857	130	1	2.4	0	None	Auto	None	l
T0055G0029S0440	l?ii3	l?_0	281	42.81	575	1721	23.32	620	2464	36.4	79	125	40.24	281	42.81	39.96	42.81	281	H2	2.71	2.57	0	2.84588	0	2.09468	969	21.51	21.3	22.98182	-6.41411	0.049378643	60	1	1.99	0	None	Auto	A1isP0	l
T0055G0029S0440	l?ii3	ii3	375	46.43	126	1894	30.73	161	2621	34.18	89	125	39.19	250	44.91	46.43	44.91	250	H2	2.1	7.24	1.52	-0.00279	1.52	4.20028	906	12.09	34.34	35.83984	-10.7334	0.040318119	140	1	2.05	0	None	Auto	None	l
T0055G0029S0442	l?oo4	l?	406	39.91	285	1915	18.45	1131	2591	26.24	99	125	36.37	250	36.64	39.91	36.64	250	H2	-1.5	3.54	3.27	0.00378	3.27	5.47827	906	26.54	13.37	15.14932	-10.39811	0.058008234	70	1	0.65	0	None	Auto	None	l
T0055G0029S0442	l?oo4	oo4	469	51.86	206	1019	41.23	349	2629	28.07	144	156	42.15	313	43.66	51.86	43.66	313	H2	-3.34	9.71	8.2	-0.00014	8.2	10.74735	938	41.23	10.63	13.90106	-15.58937	0.05794951	110	1	0.72	0	None	Auto	None	l
T0055G0029S0444	n?ii3	n?	438	50.4	341	1272	41.36	271	2386	31.32	160	156	42.51	281	43.99	50.4	43.99	281	H2	-2.46	7.89	6.41	-0.00081	6.41	8.72747	1031	35.59	14.81	17.67355	-12.67244	0.069154642	70	1	2.01	0	None	Auto	None	n
T0055G0029S0444	n?ii3	ii3	281	38.87	250	1891	21.95	467	2449	24.07	269	156	40.19	281	38.87	35.24	40.19	156	H1	1.32	-1.32	0	3.62855	-1.32	0.81668	1000	16.24	22.63	24.17837	-16.12089	0.072575479	90	1	2.08	0	None	Auto	None	n
T0055G0029S0444	l?ii4	l?_0	219	35.06	261	1626	17.26	123	2296	1.57	775	94	32.91	219	35.06	25.23	35.06	219	H2	5.99	2.15	0	9.8291	0	2.30096	875	4.14	30.92	32.45907	-33.48985	0.049044932	50	1	2.78	0	None	Auto	A1isP0	l
T0055G0029S0444	l?ii4	ii4	375	41.16	50	2074	20.65	286	2637	28.12	101	125	36.94	250	39.15	41.16	39.15	250	H2	0.1	4.22	2.01	-0.0018	2.01	5.00691	969	9.47	31.69	33.11478	-11.02949	0.040238464	180	1	2.83	0	None	Auto	None	l
T0055G0029S0446	naa2	n_0	313	40.5	451	1717	23.31	562	2600	33.26	60	156	44.62	313	40.5	36.26	44.62	156	H1	4.12	-4.12	0	4.24012	-4.12	-2.05563	969	3.57	36.93	38.56454	-11.35526	0.07280232	80	1	0.79	0	None	Auto	None	n
T0055G0029S0446	naa2	aa2	469	34.2	1800	1764	24.49	346	2810	15.59	105	156	44.08	313	41.39	34.2	44.08	156	H1	2.68	-9.88	-7.19	0.00116	-9.88	-7.87996	938	20.36	13.84	15.90633	-28.48952	0.073309719	140	1	0.87	0	None	Auto	None	n
T0055G0029S0446	l??5	l_0	375	40.9	82	1456	11.66	455	2629	12.45	241	125	37.76	250	38.26	40.9	38.26	250	H2	-1.07	3.14	2.64	0.00291	2.64	5.42345	969	15.32	25.58	27.41128	-25.80673	0.033334616	60	1	1.8	0	None	Auto	None	l
T0055G0029S0446	l??5	??5	531	44.43	433	1242	37.36	490	2776	32.87	145	125	41.41	250	39.05	41.56	41.41	125	H1	2.36	3.02	5.38	2.86617	3.02	5.05682	1031	36.64	7.79	10.56549	-8.53776	0.032932201	80	1	1.86	0	None	Auto	None	l
T0055G0029S0448	l?i3	l	438	40.3	188	1379	22.51	254	2672	16.14	201	156	41.03	281	38.55	40.3	41.03	156	H1	2.48	-0.73	1.75	0.00013	-0.73	1.41237	1031	20.93	19.37	21.72565	-24.88599	0.039735754	60	1	1.32	0	None	Auto	None	l
T0055G0029S0448	l?i3	?i3	531	46.81	140	1432	38.78	135	2747	33.16	116	125	38.46	281	36.76	38.77	38.46	125	H1	1.7	8.35	10.05	8.03918	8.35	10.40342	938	25.17	21.64	24.0086	-5.29564	0.03536677	200	1	1.38	0	None	Auto	None	l
T0055G0029S0449	l?i3	l	469	46.23	318	1282	28.58	835	2639	24.85	228	156	43.98	313	42.7	46.23	43.98	156	H1	1.29	2.25	3.53	0.00357	2.25	4.33868	938	28.21	18.02	19.90035	-19.12606	0.053581563	60	1	0.67	0	None	Auto	None	l
T0055G0029S0449	l?i3	?i3	469	48.86	427	1546	41.12	227	2493	39.67	121	156	43.25	313	41.82	48.86	43.25	156	H1	1.43	5.61	7.04	-0.00453	5.61	7.67668	938	30.32	18.54	20.55383	-3.57916	0.053400428	80	1	0.73	0	None	Auto	None	l
T0055G0029S0449	n?ii3	n?	469	46.51	45	1812	30.29	102	2613	26.69	142	156	42.59	313	43.43	46.51	43.43	313	H2	-1.12	3.92	3.08	0.00326	3.08	6.12523	906	2.39	44.12	45.75782	-16.73916	0.054398235	60	1	0.81	0	None	Auto	None	n
T0055G0029S0449	n?ii3	ii3	281	37.86	170	2151	3.31	1077	2612	17.89	94	125	40.53	281	37.86	35.57	40.53	125	H1	2.66	-2.67	0	2.2877	-2.67	-0.57389	875	6.01	31.85	33.27267	-22.63698	0.056218452	60	1	0.87	0	None	Auto	None	n
T0055G0029S0451	n?2n	n_0	438	34.1	274	1706	26.89	186	2227	13.39	1115	156	39.68	281	27.08	34.1	39.68	156	H1	12.6	-5.58	7.02	0.00245	-5.58	-3.49637	875	26.64	7.46	9.38667	-26.28762	0.030459221	30	1	4.39	0	None	Auto	None	n
T0055G0029S0451	n?2n	?2	563	26.56	531	1555	24.84	688	1889	18.55	732	156	39.78	281	29.42	26.12	39.78	156	H1	10.36	-13.22	-2.86	0.44381	-13.22	-11.17633	875	27.59	-1.03	1.30381	-21.22545	0.030964394	60	1	4.42	0	None	Auto	None	n
T0055G0029S0451	l?uu4	l?_0	344	36.04	114	1861	17.28	522	2325	19.5	146	125	32.24	219	30.82	36.04	32.24	125	H1	1.42	3.8	5.22	-0.00316	3.8	5.88776	938	5.55	30.49	32.08196	-12.74101	0.031026128	70	1	4.53	0	None	Auto	None	l
T0055G0029S0451	l?uu4	uu4	375	40.96	2133	532	36.66	216	2473	15.85	182	125	34.25	250	36.83	40.96	36.83	250	H2	-0.77	6.71	4.13	-0.00016	4.13	6.32133	875	26.43	14.53	15.73972	-20.97687	0.030780352	120	1	4.6	0	None	Auto	None	l
T0055G0029S0451	l?ii3	l?	406	45.72	155	1724	17.98	881	2557	27.75	217	125	36.18	281	37.65	45.72	37.65	281	H2	-3.3	9.54	8.07	0.00084	8.07	10.69255	938	16.29	29.43	30.99883	-9.9016	0.028515486	70	1	4.95	0	None	Auto	None	l
T0055G0029S0451	l?ii3	ii3	375	40.61	78	2058	28.08	93	2632	27.59	89	125	34.54	250	40.03	40.61	40.03	250	H2	2.45	6.07	0.58	-0.00021	0.58	3.5041	969	1.47	39.14	40.57722	-12.43656	0.029031736	190	1	5.02	0	None	Auto	None	l
T0055G0029S0452	l?ii3	l?	313	42.15	472	1605	35.43	129	2581	23.12	742	156	35.82	313	42.15	36.98	42.15	313	H2	5.75	6.33	0	5.17347	0	2.18602	969	20.19	21.96	23.7844	-19.02691	0.044314461	60	1	2.15	0	None	Auto	A1isP0	l
T0055G0029S0452	l?ii3	ii3	281	40.07	308	1743	27.89	178	2533	22.89	232	156	38.57	281	40.07	30.93	40.07	281	H2	5.31	1.5	0	9.13866	0	2.36952	875	10.18	29.89	31.45089	-17.17999	0.04394403	90	1	2.21	0	None	Auto	A1isP0	l
T0055G0029S0452	l??5	l	469	40.93	64	1866	10.51	682	2643	18.94	340	125	29.21	250	33.61	35.87	33.61	250	H2	1.07	11.72	7.32	5.06138	7.32	9.72749	938	14.02	26.91	28.52949	-14.67078	0.044775772	70	1	2.3	0	None	Auto	None	l
T0055G0029S0452	l??5	??5	500	41.4	110	1263	28.79	363	2525	16.26	200	125	32.73	250	33.82	33.64	33.82	250	H2	0.63	8.67	7.58	7.75846	7.58	9.88472	969	18.44	22.96	25.50245	-17.55976	0.047912568	50	1	2.37	0	None	Auto	None	l
T0055G0029S0452	lai5	l	500	43.72	394	1667	20.61	2112	2204	33.45	701	125	34.09	250	34.74	37.96	34.74	250	H2	-1.28	9.63	8.98	5.76417	8.98	11.11952	875	25.55	18.17	20.10027	-1.28638	0.041341534	50	1	3.13	0	None	Auto	None	l
T0055G0029S0452	lai5	ai5	625	41.14	73	1310	24.01	428	2321	21.91	94	125	34.13	250	31.92	33.18	34.13	125	H1	2.21	7.01	9.22	7.96145	7.01	9.06249	875	25.76	15.38	17.94844	-12.2162	0.039018353	100	1	3.18	0	None	Auto	None	l
T0055G0029S0452	naa4	n	563	38.45	161	1417	30.19	217	2443	21.78	206	125	34.18	281	31.89	35.99	34.18	125	H1	2.29	4.27	6.56	2.46043	4.27	6.32118	969	21.33	17.12	19.55792	-12.39831	0.031764637	70	1	4.03	0	None	Auto	None	n
T0055G0029S0452	naa4	aa4	469	35.43	338	1434	22.98	623	2535	22.2	199	156	37.88	313	32.84	35.43	37.88	156	H1	5.03	-2.45	2.59	0.0019	-2.45	-0.37575	906	23.85	11.58	13.63926	-15.68368	0.031368	120	1	4.1	0	None	Auto	None	n
T0055G0029S0455	l??5	l	531	31.43	1018	1841	-2.09	183	3208	5.73	348	77	19.79	156	28.97	28.37	28.97	156	H2	4.89	11.64	2.46	3.0634	2.46	4.47467	938	18.6	12.83	14.85582	-23.2394	0.03357928	60	1	1.55	0	None	Auto	LoPitch	l
T0055G0029S0455	l??5	??5	563	34.16	396	1130	25.81	490	2693	14.61	204	125	30.16	219	30.47	27.36	30.47	219	H2	1.71	4	3.69	6.79618	3.69	5.83045	875	17.7	16.46	19.07075	-15.8606	0.028552323	110	1	1.61	0	None	Auto	None	l
T0055G0029S0462	l?ii2	l?	375	41.17	186	1524	33.61	93	2548	28.5	88	125	37.11	250	37.48	41.17	37.48	250	H2	-1.67	4.06	3.69	-0.00465	3.69	6.01147	1031	21.41	19.76	21.89695	-8.98447	0.06635499	130	1	1.76	0	None	Auto	None	l
T0055G0029S0462	l?ii2	ii2	281	39.11	73	2104	24.48	136	2768	26.5	73	125	37.73	281	39.11	38.42	39.11	281	H2	1.03	1.38	0	0.69038	0	3.08827	938	6.82	32.29	33.73654	-12.6144	0.065648223	50	1	1.89	0	None	Auto	A1isP0	l
T0055G0029S0463	l??u4	l?	344	46.6	304	1467	20.01	517	2545	22.48	260	125	38.87	250	42.07	46.6	42.07	250	H2	-0.66	7.73	4.53	-0.0042	4.53	6.84783	938	19.9	26.7	28.48276	-19.59296	0.10421729	70	1	1.28	0	None	Auto	None	l
T0055G0029S0463	l??u4	?u4	469	52.93	194	1682	37.29	435	2410	38.93	187	156	45.33	313	49.8	52.93	49.8	313	H2	0.66	7.6	3.13	0.00074	3.13	5.72413	938	31.09	21.84	23.60755	-10.8726	0.102621551	110	1	1.35	0	None	Auto	None	l
T0055G0029S0463	n?2?	n_1	281	41.2	214	1811	17.89	520	2531	29.5	50	156	41.07	281	41.2	34.27	41.2	281	H2	3.53	0.13	0	6.93225	0	2.67205	875	9.94	31.26	32.73327	-11.70257	0.064625452	30	1	1.94	0	None	Auto	A1isP0	n
T0055G0029S0463	n?2?	?2	281	39.47	265	1604	15.13	660	2547	28.13	60	125	40.58	281	39.47	37.96	40.58	125	H1	1.11	-1.11	0	1.51453	-1.11	0.97261	938	19.73	19.74	21.37119	-12.44649	0.056488269	100	1	1.97	0	None	Auto	None	n
T0055G0029S0465	l??4n	l?	344	48.5	420	1597	38.62	156	2478	37.92	83	188	41.49	344	48.5	40.31	48.5	344	H2	7.6	7.01	0	8.19008	0	2.28697	875	25.91	22.59	24.3409	-10.5828	0.0777604	50	1	1.04	0	None	Auto	A1isP0	l
T0055G0029S0465	l??4n	?4	375	50.65	214	1840	39.3	106	2610	35.53	157	188	46.43	375	50.65	34.85	46.43	188	H1	10.01	4.22	0	15.79583	4.22	6.45214	906	22.27	28.38	29.93133	-10.90042	0.079131316	130	1	1.09	0	None	Auto	None	l
T0055G0029S0466	n?ii3	n?	688	17.37	1030	1629	9.85	845	2393	10.36	526	188	34.57	344	23.67	20.25	34.57	188	H1	10.9	-17.2	-6.3	-2.88116	-17.2	-15.17437	875	15.28	2.09	4.28907	-24.21248	0.038920911	520	1	0	0	HighF1Corrected	Auto	Crash-PulseBegin	n
T0055G0029S0466	n?ii3	ii3	281	40.72	219	2377	7.78	384	3774	4.28	535	156	41.32	281	40.72	33.41	41.32	156	H1	0.59	-0.6	0	7.30577	-0.6	1.53379	1000	10.57	30.15	31.57108	-37.03506	0.049803724	100	1	0.52	0	None	Auto	None	n
T0055G0029S0466	l??5	l	781	44.62	296	1224	41.81	232	2509	31.58	67	125	39.37	250	38.5	37.58	39.37	125	H1	0.86	5.25	6.12	7.03908	5.25	7.28588	906	38.89	5.73	9.4145	-7.78974	0.061769528	60	1	1.55	0	None	Auto	None	l
T0055G0029S0466	l??5	??5	531	32.32	1241	1139	25.61	431	2441	18.71	189	94	32.78	219	35.12	30.36	35.12	219	H2	3.55	-0.46	-2.8	1.96248	-2.8	-0.79325	969	24.09	8.23	11.00877	-16.40546	0.057896759	110	1	1.61	0	None	Auto	None	l
T0055G0029S0468	n?ii3	n?_1	344	45.87	290	2023	23.67	759	2630	36.02	83	188	47.53	344	45.87	36.58	47.53	188	H1	1.66	-1.66	0	9.29224	-1.66	0.50592	1031	16.03	29.84	31.34311	-11.51477	0.128376222	40	1	1.07	0	None	Auto	None	n
T0055G0029S0468	n?ii3	ii3	438	43.96	115	1832	34.55	88	2442	28.11	187	156	43.71	281	43.01	43.96	43.71	156	H1	0.7	0.25	0.95	0.00022	0.25	2.41057	1031	20.1	23.86	25.51777	-15.60066	0.126511818	70	1	1.11	0	None	Auto	None	n
T0055G0029S0468	n?ii3	n?_1	313	41.98	167	1832	17.89	1029	2525	32.35	147	156	44.69	313	41.98	39.71	44.69	156	H1	2.71	-2.71	0	2.27335	-2.71	-0.57472	938	11.58	30.4	31.92358	-12.3434	0.090193322	40	1	1.69	0	None	Auto	None	n
T0055G0029S0468	n?ii3	ii3	313	44.37	151	1950	26.97	309	2487	30.44	293	156	45.69	313	44.37	38.1	45.69	156	H1	1.31	-1.32	0	6.27306	-1.32	0.85501	969	8.2	36.17	37.68074	-15.25372	0.090088215	60	1	1.73	0	None	Auto	None	n
T0055G0029S0470	n?ii3	n?	375	46.23	449	1436	40.05	163	2369	33.63	113	188	45.54	375	46.23	42.57	45.54	188	H1	2.17	0.69	0	3.66009	0.69	2.78877	906	27.56	18.67	20.73857	-11.90907	0.075595374	60	1	0.8	0	None	Auto	None	n
T0055G0029S0470	n?ii3	ii3	375	43.33	195	2085	28.45	411	2465	31.01	310	188	47.42	375	43.33	29.55	47.42	188	H1	4.09	-4.09	0	13.78033	-4.09	-1.8035	906	20.7	22.63	24.03742	-16.41105	0.080917119	100	1	0.86	0	None	Auto	None	n
T0055G0029S0471	l?3?	l	344	9.82	453	1217	2.77	264	2534	2.56	155	188	19.38	344	9.82	7.03	19.38	188	H1	9.55	-9.56	0	2.79268	-9.56	-7.4631	1031	2.89	6.93	10.0348	-16.81521	0.052349711	90	1	0.43	0	HighF1Corrected	Auto	Crash-PulseBegin	l
T0055G0029S0471	l?3?	?3	469	52.11	90	1217	31.54	699	2512	31.6	64	156	44.93	313	38.79	52.11	44.93	156	H1	6.14	7.18	13.32	-0.00384	7.18	9.29188	969	34.16	17.95	20.03188	-13.32728	0.053731229	40	1	0.52	0	None	Auto	None	l
T0055G0029S0471	n?ii3	n?	406	41.06	159	1269	29.82	139	2464	17.41	202	125	37.87	250	36.35	41.06	37.87	125	H1	1.52	3.19	4.71	0.00014	3.19	5.27484	1031	22.83	18.23	21.30303	-20.46277	0.030306565	50	1	2.36	0	None	Auto	None	n
T0055G0029S0471	n?ii3	ii3	250	35.33	144	1565	3.09	1542	2441	11.7	127	125	36.01	250	35.33	31.17	36.01	125	H1	0.68	-0.68	0	4.15995	-0.68	1.4424	969	3.69	31.64	32.98289	-24.30528	0.027743925	200	1	2.41	0	None	Auto	None	n
T0055G0029S0472	l??5	l	813	33.99	382	2266	22.39	502	3682	12.08	1507	125	37.23	219	35.95	34.23	37.23	125	H1	1.28	-3.24	-1.96	-0.23915	-3.24	-1.2179	1031	25.51	8.48	11.21194	-25.1522	0.061623974	80	1	1.69	0	None	Auto	None	l
T0055G0029S0472	l??5	??5	594	43.53	200	1210	38.1	225	2523	24.16	175	125	36.75	250	39.22	37.72	39.22	250	H2	1.98	6.78	4.31	5.80829	4.31	6.52006	875	32.14	11.39	14.43875	-15.06489	0.05906208	90	1	1.77	0	None	Auto	None	l
T0055G0029S0473	n?ii3	n?	250	37.93	75	1817	12.32	411	2579	13.4	216	125	36.7	250	37.93	33.15	37.93	250	H2	3.01	1.23	0	4.78223	0	3.44206	875	3.82	34.11	35.5418	-24.52968	0.037557023	520	1	0	0	None	Auto	A1isP0	n
T0055G0029S0473	n?ii3	ii3	250	37.93	75	1817	12.32	411	2579	13.4	216	125	36.7	250	37.93	33.15	37.93	250	H2	3.01	1.23	0	4.78223	0	3.44206	875	3.82	34.11	35.5418	-24.52968	0.046231572	100	1	0.52	0	None	Auto	A1isP0	n
T0055G0029S0473	n?ii3	n?_0	406	36.28	96	1575	14.44	482	2524	18.97	69	125	39.43	250	35.93	36.28	39.43	125	H1	3.5	-3.15	0.35	-0.00331	-3.15	-1.02097	938	5.72	30.56	32.21956	-20.46039	0.056895204	40	1	1.36	0	None	Auto	None	n
T0055G0029S0473	n?ii3	ii3	250	33.81	102	1731	7.89	899	2578	13.51	155	125	36.94	250	33.81	32.68	36.94	125	H1	3.13	-3.13	0	1.13471	-3.13	-0.99625	875	2.79	31.02	32.47361	-23.43301	0.056173827	70	1	1.4	0	None	Auto	None	n
T0055G0029S0474	lau3	l	406	40.91	238	919	23.66	1926	2438	13.59	351	125	38.72	281	39.23	40.91	39.23	281	H2	-0.58	2.19	1.68	0.00439	1.68	4.10829	938	14.41	26.5	27.67369	-25.64273	0.057801471	70	1	1.41	0	None	Auto	None	l
T0055G0029S0474	lau3	au3	563	44.4	176	1135	30.93	532	2432	28.73	110	125	39.15	281	39.55	39.44	39.55	281	H2	0.25	5.25	4.85	4.96043	4.85	7.13021	969	35.73	8.67	11.44919	-10.81939	0.057374544	80	1	1.48	0	None	Auto	None	l
T0055G0029S0477	n?ii3	n?	438	49.36	92	1578	30.77	252	2502	26.7	269	156	43.85	281	41.04	49.36	43.85	156	H1	2.81	5.51	8.32	-0.00287	5.51	7.65025	1031	25.32	24.04	25.98792	-17.14881	0.055468312	40	1	1.13	0	None	Auto	None	n
T0055G0029S0477	n?ii3	ii3	438	41.59	62	1914	27.85	189	2323	19.62	592	156	43.21	281	41.13	41.59	43.21	156	H1	2.08	-1.62	0.46	-0.00025	-1.62	0.56697	1031	15.05	26.54	28.11611	-23.59054	0.054575502	80	1	1.17	0	None	Auto	None	n
T0055G0029S0478	l??5	l	625	46.21	410	1129	40.79	596	2362	26.52	382	125	38.27	250	39.37	36.79	39.37	250	H2	1.84	7.94	6.84	9.41689	6.84	8.99055	875	31.23	14.98	17.89137	-12.8513	0.07874054	50	1	1.5	0	None	Auto	None	l
T0055G0029S0478	l??5	??5	500	42.34	482	1212	33.63	584	2412	24.7	128	125	38.85	250	36.8	37.77	38.85	125	H1	2.06	3.49	5.54	4.57024	3.49	5.52741	1000	29.22	13.12	15.55684	-14.1507	0.078003689	60	1	1.55	0	None	Auto	None	l
T0055G0029S0478	n??5	n	469	43.21	214	1304	27.86	397	2610	14.6	296	125	39.77	250	37.6	36.87	39.77	125	H1	2.16	3.44	5.61	6.33612	3.44	5.50686	969	22.76	20.45	22.76845	-25.16535	0.07818136	50	1	1.61	0	None	Auto	None	n
T0055G0029S0478	n??5	??5	406	36.89	262	1307	19.6	510	2383	12.35	513	125	38.04	281	35.08	36.89	38.04	125	H1	2.96	-1.15	1.81	-0.00323	-1.15	0.91724	938	23.61	13.28	15.37415	-25.68606	0.07300212	160	1	1.66	0	None	Auto	None	n
T0055G0029S0479	l??5	l	500	45.07	501	1072	39.21	308	2442	22.77	248	125	41.15	250	38.71	40.03	41.15	125	H1	2.44	3.92	6.36	5.04234	3.92	5.95737	1031	38.13	6.94	11.04485	-18.38366	0.057379304	60	1	2.32	0	None	Auto	None	l
T0055G0029S0479	l??5	??5	563	33.99	257	1157	30.55	170	2318	14.33	147	125	35.81	219	35.99	32.92	35.99	219	H2	1.62	-1.82	-2	1.07246	-2	0.19359	1031	26.65	7.34	11.7735	-21.65722	0.052652606	70	1	2.38	0	None	Auto	None	l
T0055G0029S0481	l?yy4	l?	438	55.17	58	1828	37.51	156	2707	40.24	107	219	49.07	438	55.17	23.11	49.07	219	H1	19.07	6.1	0	32.05734	6.1	8.46778	875	26.6	28.57	30.17406	-8.82916	0.094568664	110	1	0.61	0	None	Auto	None	l
T0055G0029S0481	l?yy4	yy4	219	50.3	181	1967	37.27	171	2439	39.54	168	219	50.3	406	46.26	30.74	50.3	219	H1	4.04	0	4.04	19.5596	0	2.42765	1031	15.86	34.44	35.95607	-10.75503	0.096880035	80	1	0.72	0	None	Auto	A1isP0	l
T0055G0029S0482	l?uu4	l?_0	375	41.21	251	1444	17	787	2514	24.92	106	125	35.7	250	41.06	41.21	41.06	250	H2	2.61	5.51	0.15	0.00385	0.15	2.53841	1031	14.69	26.52	28.27167	-16.13904	0.055314369	80	1	2.83	0	None	Auto	None	l
T0055G0029S0482	l?uu4	uu4	281	47.59	719	764	37.19	270	2505	16.26	296	125	39.71	281	47.59	40.83	47.59	281	H2	7.32	7.88	0	6.76302	0	2.03124	875	30.4	17.19	19.54079	-31.32561	0.054250546	90	1	2.91	0	None	Auto	A1isP0	l
T0055G0029S0483	l?ii3	l?	531	54.04	311	1288	46.11	344	2329	44.83	61	188	44.76	344	44.13	54.04	44.76	188	H1	0.63	9.28	9.91	0.00469	9.28	11.38523	875	39	15.04	17.62609	0.06957	0.071522975	70	1	0.82	0	None	Auto	None	l
T0055G0029S0483	l?ii3	ii3	313	40.1	662	1783	34.37	275	2484	32.14	298	156	46.75	313	40.1	35.18	46.75	156	H1	6.65	-6.65	0	4.91938	-6.65	-4.63858	969	14.97	25.13	26.78913	-14.60691	0.072641212	50	1	0.89	0	None	Auto	None	l
T0055G0029S0485	n??2?	n?	500	41.91	157	1926	35.76	69	2630	24.37	264	156	47.11	313	41.47	41.91	47.11	156	H1	5.64	-5.2	0.44	-0.00464	-5.2	-3.05626	969	17.71	24.2	25.78144	-22.74176	0.055530165	60	1	0.75	0	None	Auto	None	n
T0055G0029S0485	n??2?	?2	344	45	117	1929	33.76	132	2487	30.14	180	156	45.82	344	45	40.4	45.82	156	H1	0.82	-0.82	0	4.5954	-0.82	1.3611	1000	13.46	31.54	33.08734	-15.67542	0.055860222	90	1	0.81	0	None	Auto	None	n
T0055G0029S0495	l?2n	l	469	42.4	266	1421	36.1	147	2462	28.55	94	156	39.73	313	37.75	42.4	39.73	156	H1	1.98	2.67	4.65	0.00057	2.67	4.76155	906	23.29	19.11	21.27023	-11.17562	0.051432855	330	1	1.41	0	None	Auto	None	l
T0055G0029S0495	l?2n	?2	688	44.25	127	1419	35.38	212	2656	30.8	114	125	35.71	281	31.82	36.35	35.71	125	H1	3.89	8.54	12.43	7.9045	8.54	10.58052	938	27.53	16.72	19.62983	-4.90948	0.051270002	60	1	1.74	0	None	Auto	None	l
T0055G0029S0495	l??2n	l?	438	35.94	380	2056	14.39	1220	2639	19.41	517	156	35.9	281	33.8	35.94	35.9	156	H1	2.09	0.04	2.14	-0.00103	0.04	2.11667	1031	14.35	21.59	23.08681	-16.48882	0.049547334	100	1	2.28	0	None	Auto	None	l
T0055G0029S0495	l??2n	?2	406	43.89	2485	1888	40.22	510	2903	36.14	547	125	33.87	250	35.67	43.89	35.67	250	H2	-3.21	10.02	8.22	-0.00477	8.22	10.20304	969	28.87	15.02	16.99457	0.46665	0.048951428	90	1	2.38	0	None	Auto	None	l
T0055G0029S0497	n?ii3	n?_0	344	44.23	150	1837	18.93	1185	2558	24.74	254	188	44.05	344	44.23	35.32	44.23	344	H2	4.54	0.18	0	8.90545	0	3.49819	875	20.11	24.12	25.54705	-19.48642	0.067774957	40	1	0.89	0	None	Auto	A1isP0	n
T0055G0029S0497	n?ii3	ii3	313	42.4	71	2067	28.81	184	2549	24.83	402	156	45.7	313	42.4	40.46	45.7	156	H1	3.3	-3.3	0	1.94469	-3.3	-1.09013	938	8.58	33.82	35.26635	-20.86547	0.06751819	80	1	0.93	0	None	Auto	None	n
T0055G0029S0497	l??5	l	531	44.8	153	1678	32.08	231	2583	30.76	179	125	39.82	281	39.2	41.57	39.82	125	H1	0.62	4.98	5.6	3.22573	4.98	7.03658	938	29.22	15.58	17.54671	-9.05876	0.069738257	70	1	1.01	0	None	Auto	None	l
T0055G0029S0497	l??5	??5	531	47	347	1207	37.7	405	2461	29.98	237	125	40.04	250	40.05	39.89	40.05	250	H2	0.08	6.96	6.95	7.10596	6.95	9.14592	1031	39.42	7.58	10.55414	-10.07273	0.071280449	60	1	1.08	0	None	Auto	None	l
T0055G0029S0497	n?2?	n	563	40.5	274	1688	38.81	130	2482	35.65	126	156	41.41	281	39.01	41.9	41.41	156	H1	2.4	-0.91	1.49	-1.39905	-0.91	1.15666	1000	28.78	11.72	13.86034	-5.75759	0.054966575	80	1	1.42	0	None	Auto	None	n
T0055G0029S0497	n?2?	?2	281	40.59	200	1523	11.58	709	2611	23.31	54	156	39.68	281	40.59	34.73	40.59	281	H2	3.39	0.91	0	5.85749	0	2.68202	875	6.89	33.7	35.30308	-17.28172	0.051015153	130	1	1.5	0	None	Auto	A1isP0	n
T0055G0029S0498	n?ii3	n?	375	43.21	395	1913	23.44	599	2686	18.3	751	125	40.81	250	40	43.21	40.81	125	H1	0.8	2.4	3.21	0.00163	2.4	4.44986	875	23.67	19.54	21.12844	-22.50608	0.106333336	60	1	3.3	0	None	Auto	None	n
